Job Title,Company Name,Location,Salary,Job Classification,Job Sub Classification,Facility,Posted Date,Job Type,Job Description,More Detail
Telemarketing,Like Group,Tangerang,"Rp3,500,000 – Rp5,250,000 per month",Call Center & Layanan Konsumen,Penjualan – Outbound,"Berkesempatan bekerja di lingkungan yang positif dan suportif., Potensi take home pay yang sangat menarik.",19 jam yang lalu,Kontrak,"Deskripsi PekerjaanMengolah data yang masuk melalui iklan televisi dan Facebook (Data Sudah Tersedia)Melakukan Follow Up hingga ke tahap Closing pesanan Customer melalui Platform Online (Wa, Marketplace, Sosmed).Menjalin komunikasi & relasi dengan customer existing.Handling Feedback dan Review dari Customer.Melakukan After Sales terhadap Customer.Update Sales Content di semua Platform Online.Kualifikasi :Menguasai marketing platform Chat Online, Marketplace, dan Social Media.Good Communication Skill (Verbal and Written).Sales Target oriented.Memiliki kemampuan Teknik Closing dan Cross Selling lebih disukai.Terbiasa bekerja tim dan individu.Bersedia lembur, WFO.Benefit:Disediakan MakanKomisi",https://www.jobstreet.co.id/id/job/74392383?type=standout&ref=search-standalone
Internship Purchasing,PT Richeese Kuliner Indonesia,Bandung,,Administrasi & Dukungan Perkantoran,Asisten Administratif,,12024-03-10,Full time,Melakukan proses administrasi untuk kebutuhan Purchasing baik RMPM ataupun Non RMPM Memastikan filing data administratif berjalan sesuai dengan prosedur perusahaan Kualifikasi :Usia maksimal 25 tahunPendidikan minimal D3 semua jurusanFreshgraduate dipersilahkan melamarMemiliki kemampuan komunikasi yang baikMampu Mengoperasikan Ms. OfficeBersedia ditempatkan di Kota Bandung (Head Office),https://www.jobstreet.co.id/id/job/74082493?type=standard&ref=search-standalone
ASSISTANT HEAD STORE AMBON (RETAIL-TEKNIK),PT SEMERU TEKNIK,Ambon,Rp5.500.000 – Rp8.000.000 per month,Ritel & Produk Konsumen,Manajemen – Departemen/Asisten,"Memiliki jenjang karir, Suasana kerja kekeluargaan",2024-03-10,Full time,"Marketing :Memonitor & Menganalisa tren pasar saat ini dan masa depanMengembangkan rencana pemasaran dan strategi penjualanMemantau pelaksanaan sales & marketing Mengidentifikasi tindakan perbaikan untuk meningkatkan efektivitasMengusulkan peluang pemasaran jangka pendek, menengah & panjangMembangun dan memelihara hubungan kerja dengan pelangganMeningkatkan omset bulanan, semester & tahunanMengembangkan & meningkatkan kualitas team kerja Operasional :Mengembangkan Bagan & Struktur Organisasi CabangMemanage operasional Cabang.Membuat dan mengembangkan KPIMemahami secara umum perihal Pajak ; Finance ; Accounting ; ITDapat berbahasa asing terutama bahasa Inggris dan Mandarin Persyaratan :Maksimal usia 47 tahunPendidikan Minimal S1 atau S2 dari berbagai disiplin ilmuPengalaman minimal 5 (lima) tahun sebagai Head Store / Branch ManagerPengalaman di trading / distributor company skala besar / nasional di bidang teknik/otomotif/spare partExpert skill manajerial, leadership & marketingshipBersedia & sanggup di tempatkan di AmbonMenyukai tantangan & terbiasa dengan orientasi target.",https://www.jobstreet.co.id/id/job/74341294?type=standout&ref=search-standalone
Teknisi,PT. Gusmann Teknika Solusindo,Jakarta Timur,"Rp4,000,000 – Rp5,500,000 per month",Teknik,Teknik Elektro/Elektronik,,2024-03-12,Kontrak,"We are HiringRole : Technician Mechanical & ElectricalSTM Minimum, Fresh Graduate are welcome, Experience preferredMust have valid driving license A / CWork at workshop & Site - must be able to go overseasJakarta Based",https://www.jobstreet.co.id/id/job/74343307?type=standard&ref=search-standalone
Senior Fabric QC,PT. Prima Bersama Berkat,Kendal,"Rp5,000,000 – Rp7,000,000 per month","Manufaktur, Transportasi & Logistik",Penjaminan & Kontrol Mutu,,2024-03-11,Full time,"ResponsibilitiesFinding And Fixing Faults At Each Stage Of The Production ProcessMaking Sure Labelling Is AccurateChecking That Production Methods Meet Legislation GuidelinesInspecting Materials For DefectsProducing Reports Of The FindingsRequirementsGraduate majoring in Industrial Engineering, Chemical Engineering, Pure Chemistry, Textile ChemistryGood English in oral and written skillsCreative, initiative and hard workerCan operate a computerHave good analytical skills.Results oriented and highly motivatedKey SkillsTextile IndustryTextilesAnalyzerBenefitsAppointed As Permanent Employee After 3 MonthsHealth InsuranceEmployment InsuranceMeal AllowancesSport Center",https://www.jobstreet.co.id/id/job/74356425?type=standout&ref=search-standalone
CONTINUOUS IMPROVEMENT ASSOCIATE,PT Knitto Tekstil Indonesia,Bandung,,Teknik,Lainnya,,20 jam yang lalu,Full time,"Duties and responsibilities :Responsible for continuous improvement project in textile factoryCollaborate with the internal team and vendors to complete the projectSupervise the project progress and coordinate when an issue arisePrepare the necessary documentation for the projectAnalyse problems and suggest potential improvement ideas to the management Criteria :Minimum education Bachelor’s degree in Chemical Engineering/Industrial Engineering/Mechanical Engineering from a top reputable universityMinimum 2 years experienceFluent in spoken and written EnglishA team playerAbility to work under pressureHighly motivated, innovative, responsible Willingness to go to the factory floor to solve problems",https://www.jobstreet.co.id/id/job/74390926?type=standard&ref=search-standalone
Tax Staff (Tangerang),PT Duta Abadi Primantara,Tangerang,,Akuntansi,Perpajakan,,23 jam yang lalu,Full time,Deskripsi Pekerjaan:Menguasai Aplikasi Program E-SPTMenguasai Aplikasi Program E-FakturMengerti dan Update Peraturan Perpajakan Yang Berlaku Di IndonesiaMampu Menghitung Jenis Pajak PPH 15 - 21 - 22 - 23 - 24 - 25 - 26 - 29 - Pasal 4 Ayat 2 dan PPNPersyaratan:Pendidikan minimal S1 Akuntansi / PajakMemiliki Pengalaman minimal 2 Tahun Di Bidang Tax (Pajak) atau Akuntansi PerpajakanMemiliki Brevet A & BMampu Mengoperasikan Microsoft Office (Word Excel)Memahami Masalah PerpajakanDapat Berkomunikasi dengan Baik dan Dapat Bekerja Sama dengan Team,https://www.jobstreet.co.id/id/job/74384306?type=standard&ref=search-standalone
Sales Executive,PT. INDOPINTAN ADI PERKASA,Jakarta Utara,,Ritel & Produk Konsumen,Asisten Ritel,,17 jam yang lalu,Full time,"Deskripsi :Melakukan penjualan sesuai dengan areanya (insitusi/ end user/ modern market/ traditional market/ industrial)Mencari customer baru dan melakukan kunjungan customerMembangun dan menjaga hubungan baik dengan pelanggan yang sudah ada dan prospektifMencari, mendapatkan, dan menjaga hubungan baik dengan PIC dari setiap customer yang dapat membantu proses penjualan ke customerMengevaluasi kondisi pasar dan mendorong pengembangan pasarMerencanakan dan melaksanakan anggaran sales (sales budget) Kualifikasi :D3/S1 segala jurusanPengalaman di bidang penjualan produk ElektronikKomunikatif & Memiliki kemampuan interpersonal yang tinggiMemiliki minat dengan pekerjaan di lapangan",https://www.jobstreet.co.id/id/job/74395666?type=standout&ref=search-standalone
KASIR,Puri Group,Jakarta Raya,,Ritel & Produk Konsumen,Asisten Ritel,,2024-03-11,Kontrak,"Persyaratan:Pendidikan minimal SMK Akuntansi (Lulusan Diploma menjadi nilai tambah)Usia minimal 19- 28 TahunDapat berbicara dan menulis dalam bahasa inggris menjadi nilai tambahPengalaman minimal 1 tahun di bidang yg samaDiutamakan yang berpengalaman sebagai KasirBerpenampilan rapi (Standart Penampilan Perhotelan) dan mampu berkomunikasi dengan baikMampu mengoperasikan komputer (Office, Excell), POS dan terbiasa dengan mesin EDC (Debit/Kredit)Bersedia bekerja shiftBersedia ditempatkan di outlet yang membutuhkan Jakarta (Pondok Indah KTV & Club, Pondok Indah SPA, Gunung Sahari, Harmoni, Gatot Subroto, Gading 1, Grand Wijaya, Kebon Jeruk, Cikini, MH Pejaten & MH PIK)Tangerang (BSD 2, MH Gading Serpong, MH Soewarna), Cikarang, Bekasi & BandungPekanbaruPalembangMedanBatamSurabaya 1 dan Surabaya 2",https://www.jobstreet.co.id/id/job/74352360?type=standard&ref=search-standalone
People & Culture Supervisor - Transsion,PT Carlcare Service Ila,Jakarta Barat,,Sumber Daya Manusia & Perekrutan,Pengembangan Organisasi,"BPJS, Life Insurance, THR, Reward Attendance, Situational Allowance, Annual Bonus",2024-03-12,Full time,"Job Description:Develop and implement strategies to attract, retain, and develop top talent in alignment with company goals and values.Lead onboarding process, ensuring a positive experience for new hires while maintaining compliance with relevant laws and regulations.Drive initiatives to promote diversity, equity, and inclusion within the organization, fostering an environment where all employees feel valued and respected.Collaborate with department leaders to identify training and development needs, and design programs to support employee growth and career advancement.Conduct regular assessments of employee engagement and satisfaction, and implement strategies to address areas of improvement.Manage HR policies and procedures, ensuring they are up-to-date and compliant with relevant laws and best practices.Oversee employee benefits programs, including health insurance, retirement plans, and wellness initiatives.Serve as a liaison between employees and management, advocating for employee concerns and facilitating effective communication channels.Job Qualifications:Bachelor's degree in Human Resources, Business Administration, or a related field (Master's degree preferred).Fluent in English (spoken & written)3 years of experience in HR roles, with a focus on talent management, employee relations, and culture development.Strong knowledge of HR laws and regulations, with the ability to ensure compliance and mitigate risk.Excellent interpersonal and communication skills, with the ability to build relationships and influence at all levels of the organization.Proven track record of developing and implementing successful HR initiatives that drive employee engagement and organizational performance.Strategic mindset with the ability to think creatively and problem-solve in a fast-paced environment",https://www.jobstreet.co.id/id/job/74363489?type=standout&ref=search-standalone
AREA PART DEVELOPMENT,PT Yamaha Indonesia Motor Mfg,Manado,,Pemasaran & Komunikasi,Manajemen & Pengembangan Produk,,2024-03-09,Full time,"REQUIREMENT :S1 Manajemen / Teknik IndustriFasih berbahasa InggrisMampu mengoperasikan Ms. Office (Excel, access, Power Point)Memiliki kemampuan analisa & komunikasi yang baikDiutamakan yang memiliki pengetahuan teknik sepeda motorMemahami konsep marketing & bisnis serta mampu bernegosiasiDiutamakan yang terbiasa melakukan presentasi / membawakan trainingMemiliki sim A & C (serta mahir mengendarai mobil manual & sepeda motor)Bersedia melakukan perjalanan dinas keluar kotaBersedia menjalani proses rekrutmen di kota Makassar (Penempatan Kota Manado)JOB DESCRIPTION :Memastikan pencapaian sales plan dengan menindaklanjuti, monitoring & control terhadap order, alokasi, delivery & lead time produk partMemastikan ketersediaan stok di jaringan sesuai dengan demand market untuk memastikan supply ratio yang baik ke konsumenMelakukan kunjungan ke Main Dealer / Stok point untuk memastikan SOP yang telah ditetapkan berjalan dengan baikMelakukan kunjungan ke jaringan resmi atau part shop untuk mengetahui kondisi penjualan di jaringa, membina hubungan dengan dealer, memonitor set up jaringan & sistem",https://www.jobstreet.co.id/id/job/74322725?type=standard&ref=search-standalone
Teknik Sipil,PT. EDO (DENPASAR),Bali,Rp5.000.000 – Rp6.000.000 per month,Teknik,Teknik Sipil/Struktural,,1 jam yang lalu,Kontrak,"Dibutuhkan segera TEKNIK SIPILPersyaratan : - Laki-Laki/Perempuan- Lulusan S1 Teknik Sipil- Menguasai CAD, Etabs dan SAP 2000- Bisa bekerjasama dengan Team",https://www.jobstreet.co.id/id/job/74410386?type=standard&ref=search-standalone
Controller Document,PT Jaya Mulia Permata,Jakarta Timur,"Rp5,500,000 – Rp7,000,000 per month",Administrasi & Dukungan Perkantoran,Manajemen Catatan & Kontrol Dokumen,,12024-03-11,Full time,"Job Description:Mengatur, mengelola, dan memelihara semua dokumen perusahaanMembuat dan memelihara sistem basis data dokumen yang efisien dan terstrukturMenyusun dan menyimpan dokumen sesuai standar yang ditetapkan oleh perusahaanMenyediakan laporan yang akurat dan tepat waktu sesuai kebutuhanMenyiapkan dokumen untuk audit internal dan eksternal.Melakukan perubahan dokumen bila diperlukan dengan berkoordinasi dengan management representative Kualifikasi:Pendidikan Minimal D3Memiliki pengalaman sebagai document controller atau posisi terkait minimal 2-5 tahunMemiliki pengalaman dibidang ISO akan menjadi nilai tambahDapat mengoperasikan Ms.Office Teliti dan dapat berkomunikasi dengan baik",https://www.jobstreet.co.id/id/job/74119358?type=standout&ref=search-standalone
Admin Finance,PT Inovasi Kreasi Hexindo,Kebon Jeruk,,Akuntansi,Akuntansi & Pelaporan Finansial,,12024-03-10,Full time,"Admin Finance :Requirment : Mengerti program AccuratePengalaman Finance / Admin minimal 1 tahunFamiliar dengan Ms. OfficePendidikan minimal SMA/SMKUsia max 30 tahunJob Desk : Menginput Data, JurnalPetty CashPenagihan",https://www.jobstreet.co.id/id/job/74088092?type=standout&ref=search-standalone
Finance Staff Cipinang,PT Galva Galindra Multi Cipta,Jakarta Timur,Rp5.000.000 – Rp5.500.000 per month,Akuntansi,Akuntansi & Pelaporan Finansial,"Group Galva berdiri sejak 1 September 1946, namun tetap kekinian, Bonus dan fasilitas menarik untuk karyawan dan keluarga, Jenjang karier berdasarkan prestasi",12024-03-12,Full time,"KualifikasiMax 25 TahunMin S1 Jurusan Akuntansi / ManagementPengalaman min 1 tahun sebagai Finance StaffMampu menggunakan aplikasi microsoft office (Excel, Word, Power Point)Mampu berbahasa inggris (Dasar)Teliti, Cekatan, dan RapiDeskripsiMembuat voucher penerimaan / pembayaranMenyiapkan dokumen untuk dibayarkan sesuai listMembuat rekap pembayaranFilling dokumenKorespondensi",https://www.jobstreet.co.id/id/job/74156202?type=standout&ref=search-standalone
Procurement Analyst,PT JBA Indonesia,Jakarta Barat,,"Manufaktur, Transportasi & Logistik","Pembelian, Pengadaan & Inventaris",,18 jam yang lalu,Full time,"About usPT JBA Indonesia merupakan sebuah Perusahaan Balai lelang otomotif yang berdiri sejak 2011, saat ini sudah memiliki 15 cabang dan 22 hub di seluruh Indonesia.

Dengan perkembangan dan pertumbuhannya, PT JBA Indonesia merupakan Balai lelang otomotif No. 1 di Indonesia.Qualifications & experience1. Pendidikan Minimal S1
2. Mempunyai Analisa yang baik
3. Memahami prinsip procurement
4. Terbiasa dengan Ms. Excel
5. Pengalaman di Procurement 3 tahunTasks & responsibilities1. Control & Quality Check request barang dan project
2. Menganalisa dan mengelola database vendor (barang/ jasa)
3. Mengevaluasi Kinerja Vendor",https://www.jobstreet.co.id/id/job/74393658?type=standard&ref=search-standalone
Ocean Export Customer Service,PT Cahaya Pundimas Indonusa,Jakarta Barat,Rp5.100.000 – Rp7.000.000 per month,"Manufaktur, Transportasi & Logistik",Pengapalan/Pengurusan Transportasi,"Gaji, Tunjangan Kesehatan, Gathering",2024-03-04,Full time,"Requirement:Candidate must process at least a Bachelor Degree GPA Minimal 3.0Having at least 2 years of working experience in Freight ForwardingExcellent command of both written and spoken English.Understand procedures, regulations, licenses, export import supporting documents and the necessary permits, including PEBHaving strong and well develop communication and interpersonal skill.Good communication skill, well organized, high motivation, good analytical thinking.Pleasant personality, tight in follow up and detail oriented.Willing to work outside office hoursWilling to work placement in Bandengan, North JakartaWilling to work on SaturdaysJob Description:Handle Overseas Agents inquiries.Deliver fast and excellent communication to Overseas Agents.Establish and maintain relationship with Overseas Agents.Well organized, capable and practiced in handling complex and multifaceted tasks.Resolves service problems by clarifying the complaint determining the cause of problem and explaining the best solution to solve the problem, expediting correction or adjustment, following up to ensure solution.Responsible for preparing & checking documents and reports on import activitiesCoordinate with Overseas Agents related import and forwarding activities.Coordinate with logistic teams.Looking for new orders by ask and answering product and services questions, suggesting information about other products and services.",https://www.jobstreet.co.id/id/job/74173552?type=standout&ref=search-standalone
GUDANG DELIVERY RESTRUCK,PT Galih Sekar Sakti,Tangerang,,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",,2024-03-08,Full time,"Kualifikasi dan PengalamanMinimal SMK / D3 / S1 Laki- laki, Usia 35 TahunPengalaman minimal 1 (satu) tahun sebagai operator restruck dan forkliftMemiliki SIO Forklift dan RestruckDapat mengendarai Forklift dan Restruck tipe manual maupun otomatikTeliti, cekatan dan mahir mengoperasikan restruck dan forkliftMenguasai komputerPenempatan Tangerang dan KarawangTuggas dan Tanggung JawabMengendarai dan mengangkut barang jadi menggunakan restruck dan forkliftMemindahkan barang dalam proses deliveryMenguasai pemahaman komputerMenggunakan alat pelindung diri yang lengkap saat mengoperasikan restruck dan forkliftMemastikan check sheet dari restruck dan forklift diisi rutin, setiap hari sebelum dan sesudah digunakan",https://www.jobstreet.co.id/id/job/74294324?type=standard&ref=search-standalone
