Job Title,Company Name,Location,Salary,Job Classification,Job Sub Classification,Facility,Posted Date,Job Type,Job Description,More Detail,og_period_salary,Compensation,og_salary_currency,Job ID,Job Category,Scraped Date
shift technician,Pt Yofc International Indonesia,Karawang,7000000.0,Teknik,Teknik Elektro Elektronik,Thr Bonus Bpjs,4 hari yang lalu,Full time,Responsibility Resolve Troubleshooting So That The Creation Of Smoothness In The Production Process Is Createdcarry Out A Daily Check Sheet And All All Equipment Is Monitored For Its Condition And Can Be Predicted For Lifetimefollow Work Procedures And Ensure There Is No Miss Operationpreventive Maintenance And Reduce Downtime That Occurs Due To Equipment Equipment Damagerepair And Keep Spare Parts Ready When Its Usedensuring The Duty Room Must Have One Technician To Monitor All Equipmentfollow The Rules Of Chief Technician And M E Engineering And Ensure That No One Leaves The Commandsdo Improvement By Providing Convenience And Reducing Downtimecarry Out Operational Activities And Effectiveness In Accordance With Iso Qms And Ohscomplete Other Task Given By Chief Technician Me Engineer And Chief Equipment Engineer Qualification Min Diploma Degree In Engineering Or Relatedexperience As A Technician A Driver S License Ability To Multitask And Liaise With Professionals In Different Fields Ability To Explain Problems Simply And Clearly Proficiency In Ms Office Ability To Understand Verbal And Written Instructions Ability To Follow Health And Safety Regulations,https://www.jobstreet.co.id/id/job/74322869?type=standout&ref=search-standalone,month,not_written,IDR,74322869,Other,2024-03-13
construction manager translator site mandarin speakers,Pt Indonesia Pomalaa Industry Park,Pomalaa,not_written,Konstruksi,Manajemen Proyek,Not Written,1 jam yang lalu,Full time,Indonesia Pomalaa Industry Park Is A Company Engaged In The Management Of Industrial Estates Located In Pomalaa Southeast Sulawesi Currently Opening Career Opportunities As Construction Manager Translator Site Mandarin Speakers For Placement At Site Pomalaa Southeast Sulawesi With The Following Responsibilities And Requirements Responsibilities Responsible For On Site Work Arrangements And Management Of Indonesian Employees And Daily Indonesian Translation Daily Data Collection And Translation Interface Work With Indonesian Employees In Other Departments Work On Real Time Communication Translation Requirements Bachelor S Degree Any Majorexcellent Conditions Can Be Appropriately Relaxed Proficient In Chinese And Indonesian Those Who Can Spell Will Be Given Priority Well Spoken And Has A Certain Level Of Stress Tolerance Ability To Work In Outer Islands Is Preferred Note The Recruitment Process Is Free Of Charge And Only Applicants Who Meet The Qualifications Will Be Contacted By The Indonesian Pomalaa Industry Park Hrd Team Thankyou,https://www.jobstreet.co.id/id/job/74410968?type=standard&ref=search-standalone,not_written,not_written,not_written,74410968,TRANSLATOR,2024-03-13
hr staff,Pt Multi Bina Pura International,Jakarta Utara,5250000.0,Sumber Daya Manusia Perekrutan,Konsultasi Hr Umum,Multinational Company Permanent Employee,4 hari yang lalu,Full time,We Are A Multinational Company Providing Container Depot And Warehousing Service Located In North Jakarta We Are Now Seeking For Young Dynamic And Responsible Candidate To Join Us Job Description Selection And Recruitment Of New Employeesable To Make Reports Correctly And Thoroughlyhandle The Employee Payroll Systemdevelop Employee Potential And Skillsconduct Evaluations Assess Employee Workhelp Resolve Industrial Relations Conflictscoordinate With External Partiesmaintain Harmonization With Labor Unionscirculate Management Policies Qualification Bachelor S Degree In Psychology Lawwork Experience Min Year In The Fieldfluent In Spoken And Written English Is A Mustunderstand Applicable Employment And Tax Lawsfirm Honest Thorough Able To Work Independently Responsible And With High Loyaltyproficient In Ms Office Applicationsgood Communication Skillscan Work Under Pressure,https://www.jobstreet.co.id/id/job/74323668?type=standout&ref=search-standalone,month,not_written,IDR,74323668,HUMAN RESOURCES,2024-03-13
sekretaris,Pt Penerbit Erlangga,Ciracas,5083750.0,Administrasi Dukungan Perkantoran,Asisten Pribadi Asisten Eksekutif Sekretarial,Lingkungan Kerja Yang Nyaman Gaji Yang Kompetitif Dalam Industrinya Peluang Karier Yang Jelas,6 hari yang lalu,Kontrak,Mengatur Jadwal Rapat Pimpinanmembuat Serta Mencatat Hasil Dari Rapatberkomunikasi Dengan Berbagai Pihakmembantu Kelancaran Proses Administrasi Perusahaan Persyaratan Pendidikan Minimal D Jurusan Sekretaris Akuntansi Keuangan Manajemen Dan Administrasi Bisniskemampuan Dokumen Administratif Yang Baik Memikili Atensi Pada Hal Yang Detail Disiplin Dan Mengerti R Ringkas Rapih Resik Rawat Dan Rajin Memiliki Pengalaman Minimal Tahun Di Bidang Sekretaris Atau Administrasi,https://www.jobstreet.co.id/id/job/74249076?type=standout&ref=search-standalone,month,not_written,IDR,74249076,Other,2024-03-13
baker,Pt Josimmi Pangan Perkasa,Modung,not_written,Hospitaliti Pariwisata,Pelayan,Not Written,15 jam yang lalu,Full time,Gaji Bulan Jt Jt Baker Maks Th Domisili Surabaya Diutamakan Yang Berpengalaman Dalam Bidang F B Min Th Memiliki Pengelihatan Yg Normal Dan Mampu Membedakan Warna Secara Jelas Mampu Mengenali Rasa Secara Baik Bersedia Bekerja Dalam Shift Bersedia Bekerja Di Tanggal Merah Dan Hari Libur Berpenampilan Rapi Jujur Pekerja Keras Disiplin Dan Mampu Bekerja Dibawah Tekanan Serta Mampu Bekerja Secara Team Menyukai Kebersihan Dan Kerapinan Kreatif Dan Berkemauan Untuk Berinovasi Persyaratan Minimum Mencari Kandidat Untuk Bekerja Pada Senin Pagi Siang Sore Selasa Pagi Siang Sore Rabu Pagi Siang Sore Kamis Pagi Siang Sore Jum At Pagi Siang Sore Sabtu Pagi Siang Sore Minggu Pagi Siang Sore Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja March,https://www.jobstreet.co.id/id/job/74399864?type=standard&ref=search-standalone,not_written,not_written,not_written,74399864,Other,2024-03-13
it data scientist,Pt Japfa Comfeed Indonesia Tbk,Jakarta Selatan,not_written,Sains Teknologi,Matematika Statistik Teknik Informasi,Not Written,4 hari yang lalu,Full time,The Ideal Candidate Will Use Their Passion For Ai Machine Learning And Analytics To Provide Insights To The Business Covering A Range Of Topics They Will Be Responsible For Conducting Both Recurring And Ad Hoc Analysis For Business Users Responsibilities Understand The Day To Day Issues That Our Business Faces Which Can Be Better Understood With Datacompile And Analyze Data Related To Business Issuesperform Tasks Such As Data Exploration Cleaning Verifying Of Data And Feature Engineeringbuilding Predictive Modelsenhancing The Data Collection Processanalyzing Data For Trends And Patterns And To Find Answers To Specific Questionsdevelop Clear Visualizations To Convey Complicated Data In A Straightforward Fashionqualifications Bachelor S Or Master S Degree In Statistics Or Applied Mathematics Or Equivalent Experience Gpa Minimum Years Of Data Analysis Experience Fresh Graduates Are Welcomestrong Mathematical Numeracy Skillsintermediate Understanding Of Databases Such As Sql Server Oracle And Sap Understanding Of Reporting Data Visualization Tools Such As Qlik And Tableau Excellent Analytical Skills The Ability To Identify Trends Patterns And Insights From Data,https://www.jobstreet.co.id/id/job/74322631?type=standout&ref=search-standalone,not_written,not_written,not_written,74322631,IT,2024-03-13
staff qc,Parentas Kopi,Baleendah,not_written,Manufaktur Transportasi Logistik,Penjaminan Kontrol Mutu,Not Written,4 hari yang lalu,Full time,Tanggungjawab Pekerjaan Menentukan Standar Kopi Untuk Diedarkan Atau Di Roasting Monitoring Untuk Memastikan Kualitas Bijj Kopi Mengontrol Kualitas Biji Kopi Agar Tetap Standar Produk Perusahaan Kualifikasi Teliti Berpengalaman Lebih Diutamakan Persyaratan Minimum Tersedia Jam Fleksibel Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp,https://www.jobstreet.co.id/id/job/74331609?type=standard&ref=search-standalone,not_written,not_written,not_written,74331609,QUALITY CONTROL,2024-03-13
industrial hygiene occupational health officer,Adaro Minerals,Bulungan,not_written,Pertambangan Sumber Daya Alam Energi,Kesehatan Keamanan Lingkungan,Not Written,4 hari yang lalu,Kontrak,Job Responsibilitiesmemahami Pilar Kesehatan Promotif Preventif Kuratif Rehabilitatif Untuk Merancang Dan Melaksanakan Program Program Kesehatan Yang Holistik Memahami Siklus Program Kesehatan Dan Industrial Hygiene Arep Untuk Mengidentifikasi Mengevaluasi Dan Mengelola Risiko Kesehatan Di Lingkungan Kerja Memahami Proses Pelayanan Kesehatan Kerja Untuk Memberikan Perawatan Kesehatan Yang Sesuai Dengan Kebutuhan Karyawan Memahami Proses Dan Mampu Melakukan Pengukuran Dan Pemantauan Lingkungan Kerja Untuk Mengidentifikasi Dan Mengendalikan Faktor Faktor Lingkungan Yang Berpotensi Merugikan Kesehatan Mampu Memberikan Pelatihan Berkaitan Dengan Kesehatan Kerja Dan Lingkungan Kerja Untuk Meningkatkan Kesadaran Dan Pemahaman Karyawan Tentang Kesehatan Dan Keselamatan Di Tempat Kerja Menyusun Program Kerja Jadwal Kerja Laporan Kerja Dan Dokumentasi Untuk Mengelola Dan Melacak Aktivitas Serta Pencapaian Dalam Bidang Kesehatan Kerja Mampu Menyusun Prosedur Kerja Untuk Memastikan Pelaksanaan Kegiatan Kesehatan Kerja Yang Terstandarisasi Dan Efisien Membentuk Tim Kerja Yang Tangguh Dan Solid Untuk Mencapai Tujuan Tujuan Dalam Bidang Kesehatan Kerja Mampu Melaksanakan Dan Menyusun Pelaporan Leading Dan Lagging Indicator Ih Dan Oh Dengan Baik Dan Efektif Untuk Mengevaluasi Kinerja Program Kesehatan Kerja Mampu Mengelola Pelayanan Kesehatan Kerja Dengan Baik Dan Efektif Untuk Menyediakan Perawatan Kesehatan Yang Berkualitas Bagi Karyawan Job Requirementspendidikan Minimal S Dari Semua Jurusan Diutamakan Memiliki Latar Belakang Pendidikan Dalam Bidang Kesehatan Seperti Sarjana Kesehatan Masyarakat Skm Sarjana Keperawatan S Kep Atau Sarjana Teknik St Memiliki Sertifikasi Dalam Hygiene Industri Dan Ahli K Lingkungan Kerja Untuk Menunjukkan Pemahaman Yang Kuat Dalam Bidang Kesehatan Dan Keselamatan Kerja Pengalaman Minimal Tahun Sebagai Industrial Hygiene Ih Atau Occupational Health Oh Officer Bersedia Ditempatkan Di Jobsite Bulungan Kalimantan Utara,https://www.jobstreet.co.id/id/job/74330422?type=standout&ref=search-standalone,not_written,not_written,not_written,74330422,HEALTHCARE,2024-03-13
waiter waitress,Bakso Malang Langgeng Excelsis Sunda Resto,Lengkong,not_written,Hospitaliti Pariwisata,Pelayan,Not Written,2 hari yang lalu,Full time,Dibutuhkan Segera Waiter Waitress Tidak Dibutuhkan Pengalaman Kerja Diutamakan Yang Bisa Memasak Seblak Roti Bakar Pisang Keju Dll Untuk Penempatan Di Kota Tasikmalaya Training Di Bandung Khusus Training Mess Disediakan Cekatan Jujur Dan Ramah Dan Bisa Komunikatif Dengan Konsumen Persyaratan Minimum Tersedia Jam Fleksibel Tidak Diperlukan Pengalaman Kerja Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja March Gaji Yang Diinginkan Rp Rp Per Bulan,https://www.jobstreet.co.id/id/job/74348043?type=standard&ref=search-standalone,not_written,not_written,not_written,74348043,IT,2024-03-13
penjual kopi keliling,Al Laundry,Sukolilo,not_written,Hospitaliti Pariwisata,Pelayan,Not Written,11 jam yang lalu,Full time,Usia Max Tahun Bisa Mengendarai Motor Manual Memiliki Sim C Domisili Surabaya Timur Selatan Berpenampilan Rapi Dan Bersih Jujur Dan Bertanggung Jawab Disiplin Sopan Dan Santun Bekerja Sebagai Penjual Kopi Keliling Persyaratan Minimum Mencari Kandidat Untuk Bekerja Pada Senin Pagi Siang Sore Selasa Pagi Siang Sore Rabu Pagi Siang Sore Kamis Pagi Siang Sore Jum At Pagi Siang Sore Sabtu Pagi Siang Sore Minggu Pagi Siang Sore Tidak Diperlukan Pengalaman Kerja Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja March,https://www.jobstreet.co.id/id/job/74401001?type=standard&ref=search-standalone,not_written,not_written,not_written,74401001,Other,2024-03-13
training development coordinator,Pt Eling Spirit Nusantara,Ubud,not_written,Penjualan,Pengembangan Bisnis Baru,Not Written,2 hari yang lalu,Full time,Pt Eling Spirit Nusantara Perusahaan Yang Bergerak Di Bidang Wellness Healing Yoga Spa Dan Meditasi Membuka Kesempatan Berkarir Dan Bertumbuh Kualifikasi Training Development Coordinator Pendidikan Minimal S Memiliki Pengalaman Mengelola Sdm Min Tahun Menguasai Ms Office Public Speaking Mahir Berbahasa Inggris Penempatan Di Ubud Gianyar Benefit Gaji Pokok Tunjangan Harian Bonus Insentive Thr Bpjs Pengembangan Karie Persyaratan Minimum Tersedia Jam Fleksibel Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja March Gaji Yang Diinginkan Rp Rp Per Bulan,https://www.jobstreet.co.id/id/job/74347602?type=standard&ref=search-standalone,not_written,not_written,not_written,74347602,IT,2024-03-13
accounting staff,Pt Jaya Putra Multiguna,Surabaya,not_written,Akuntansi,Akuntansi Pelaporan Finansial,Team Work Appreciation Attitude,4 hari yang lalu,Full time,Accounting Staff Person Usia Max Tahun Minimum S D Smk Accountingpaham Dan Berpengalaman Pembukuan Dan Perpajakan Dan Mampu Jurnal Manual Excel Untuk Bidang Usaha Perdagangan Manufaktur Dan Jasa Lebih Disukai Pernah Pengalaman Bekerja Di Kantor Akuntan Publik Kantor Konsultan Pajak Minimum Tahunbersedia Bekerja Dalam Tim Dan Target Penyelesaian Laporanmemiliki Brevet A B Akan Menjadi Point Lebih,https://www.jobstreet.co.id/id/job/74324519?type=standout&ref=search-standalone,not_written,not_written,not_written,74324519,FINANCE,2024-03-13
human resource manager,Clubbali Suites,Bali,not_written,Sumber Daya Manusia Perekrutan,Konsultasi Hr Umum,Not Written,15 jam yang lalu,Full time,Bachelor S Degree In Human Resource Management Organizational Psychology Business Administration Or Related Field Required Min Years Of Experience In Human Resources With At Least Years In A Leadership Role Experience In Developing And Implementing Hr Strategies And Initiatives Aligned With The Overall Business Strategy Excellent Communication Interpersonal Leadership Skills Proficient In English Both Spoken Written Proficiency In Hr Software And Systems Strategic Thinking And Problem Solving Abilities Able To Join Immediately Persyaratan Minimum Mencari Kandidat Untuk Bekerja Pada Senin Pagi Siang Selasa Pagi Siang Rabu Pagi Siang Kamis Pagi Siang Jum At Pagi Siang Sabtu Pagi Siang Minggu Pagi Siang Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp Tanggal Mulai Kerja April,https://www.jobstreet.co.id/id/job/74400257?type=standard&ref=search-standalone,not_written,not_written,not_written,74400257,HUMAN RESOURCES,2024-03-13
staf customer management system management mandarin speaker,Pt Global Jet Express,Jakarta Utara,not_written,Pemasaran Komunikasi,Pemasaran Langsung Crm,Not Written,20 jam yang lalu,Full time,Deskripsi Pekerjaan Bertanggung Jawab Untuk Membantu Pengembangan Fitur Sistem Customer Relationship Management Crm Bertanggung Jawab Untuk Mengelola Dan Menganalisis Informasi Yang Berkaitan Dengan Klien Layanan Dan Bisnis Serta Mempromosikan Maintain Customer Relationshipmenangani Keluhan Dan Saran Klien Serta Menjadi Jembatan Komunikasi Antara Klien Area Dan Kantor Pusat Kualifikasi Minimal Lulusan S Lancar Berkomunikasi Bahasa Mandarin Dalam Pekerjaanmemiliki Kemampuan Yang Baik Dalam Analisa Dan Pengolahan Datamemiliki Kemampuan Berkomunikasi Dan Implementasi Yang Baik Serta Proaktifmemiliki Keterampilan Dalam Mengoperasikan Excel Word Dan Powerpointberpengalaman Sebagai Pengguna Atau Admin Pada Software Yang Berhubungan Dengan Crmbersedia Melakukan Perjalanan Dinasbersedia Untuk Lembur Apabila Dibutuhkan,https://www.jobstreet.co.id/id/job/74390786?type=standard&ref=search-standalone,not_written,not_written,not_written,74390786,TRANSLATOR,2024-03-13
team leader accounting,Pt Humanscape Technology Indonesia,Tangerang Selatan,15000000.0,Akuntansi,Akuntansi Pelaporan Finansial,Bpjs Keshatan Ketenagakerjaan Parkir Karyawan,6 hari yang lalu,Kontrak,Required Bachelor Degree In Accounting Is Preferredover Years Of Experience In Accounting Rolesfamilliarity With Microsoft Office Spreadsheet Is Advantageknowledge About Accounting Information Systempreference For Experience Working At An Accounting Firmproficiency In English Requiredbrevet A Bjob Description Performing Closing Operations Monthly Quarterly Annually Creation And Review Of Accounting Entriessupport In Preparing Financial Statements F S Responding To Tax Filings And Accounting Audits,https://www.jobstreet.co.id/id/job/74261896?type=standout&ref=search-standalone,month,not_written,IDR,74261896,FINANCE,2024-03-13
restaurant manager,Taroo Paddy Pool Lounge,Bali,not_written,Hospitaliti Pariwisata,Manajemen,Not Written,15 jam yang lalu,Full time,Restaurant Manager Qualifications Minimum Year Experience Work Experience In Food Beverage Restaurant Service Strong Leadership Innovation Management Skills Great At Multitasking Strong In Cost Purchase Control Knows Digital Marketing For Food Beverage Has Knowledge Abaout Marketing Strategy Business Development Creative Passionate Great Teamplayer High Skill In Productive Communication Problem Solving Persyaratan Minimum Tersedia Jam Fleksibel Diperlukan Tahun Pengalaman Kerja Yang Relevan Untuk Posisi Ini Pelamar Harus Memiliki Ktp,https://www.jobstreet.co.id/id/job/74400141?type=standard&ref=search-standalone,not_written,not_written,not_written,74400141,HOSPITALITY,2024-03-13
